ETHNICITY,ETHNICITY_RECAT,AB_GROUP,AB_TRIBE,AB_LANG
Norway,Others,,,
Galicyia,Others,,,
Ang,Out,,,
Canad,Others,,,
Sw,Others,,,
Ng,Out,,,
Geman,Others,,,
C E B,Out,,,
Suisse,Others,,,
Portuguese,Others,,,
Cree M F,Ab,Metis,,
Russie,Rus,,,
Russia,Rus,,,
Dènés,Out,,,
Inglish,Others,,,
Angl,Out,,,
Irlandais,Ir,,,
Iris,Ir,,,
Anglaisse,En,,,
French Fb,Ab,Metis,,
Irel,Ir,,,
Frencaise,Fr,,,
Irl,Out,,,
Alemande,Others,,,
L R,Out,,,
Am I,Out,,,
Franca,Fr,,,
Eglish,En,,,
Greek,Others,,,
Ecossaisse,Sc,,,
Chipewa F B,Ab,Metis,,
Fin,Others,,,
Francaie,Fr,,,
Cand Ang,Out,,,
Ss,Out,,,
Sctch,Sc,,,
Mon,Out,,,
F Breed,Out,,,
Chinoise,Ch,,,
Scocth,Sc,,,
Pot,Out,,,
Japan,Ja,,,
Franças,Fr,,,
Jermin,Out,,,
Germin,Others,,,
Chineese,Ch,,,
Pollish,Others,,,
Polander,Others,,,
Manx,Out,,,
Cree Ob,Ab,Metis,,
Siccannie,Out,,,
Françase,Fr,,,
Cree English B,Ab,Metis,,
Rusian,Rus,,,
Ircish,Ir,,,
Francaies,Fr,,,
Cb,Out,,,
Engler,En,,,
Oiaht,Ab,,,
Irs,Out,,,
C F B,Out,,,
Francse,Fr,,,
Francanise,Fr,,,
Germans,Others,,,
Ottawa Fb,Ab,Metis,,
German Jew,Others,,,
Frech,Fr,,,
F H B,Out,,,
Sct,Sc,,,
Ind,Ab,,,
Bohemia,Others,,,
Sweeden,Others,,,
Frnacais,Fr,,,
Assyrian,Others,,,
Scott,Sc,,,
Fr B,Out,,,
Dn,Out,,,
Scotch Sb,Ab,Metis,,
Schotch,Sc,,,
Canada,Others,,,
Irelandais,Ir,,,
Huronne Fb,Ab,Metis,,
1901,Out,,,
Irlandai,Ir,,,
Fransais,Fr,,,
Frnacaise,Fr,,,
C F Francais,Out,,,
Frnch,Fr,,,
French Canadienne,Fr,,,
Enlish,En,,,
Garmar,Others,,,
Syrien,Others,,,
Iirish,Ir,,,
Norweigan,Others,,,
Roumanian,Others,,,
Melecete,Others,,,
Ont,Others,,,
Irlandaisse,Ir,,,
Prussian,Others,,,
Magyar,Out,,,
Francaise M F,Out,,,
Françis,Fr,,,
Fho,Out,,,
Chip F B,Ab,Metis,,
Jersey,Others,,,
Inglich,Others,,,
Chippewa Fb,Ab,Metis,,
Fraçaise,Fr,,,
Canadien Frs,Fr,,,
Scb,Out,,,
Engli,En,,,
Franci,Fr,,,
Francaise Om',Out,,,
Flemish,Others,,,
F Bend,Out,,,
Chineses,Ch,,,
Francaisses,Fr,,,
M F Cree,Ab,Metis,,
Francisse,Fr,,,
English Eb,Ab,Metis,,
Candien,Others,,,
Sco,Out,,,
Mongolian,Others,,,
Dénés,Out,,,
Can Fran,Fr,,,
Ac Francaise,Fr,,,
Takau,Out,,,
Polonais,Others,,,
Musquiam,Out,,,
Hungary,Others,,,
Chine,Ch,,,
Frinch,Fr,,,
E B Cree,Ab,Metis,,
Cree F. B.,Ab,Metis,,
C Scotch B,Out,,,
Scand,Others,,,
Fr Eb,Out,,,
Jersay,Others,,,
Françasie,Fr,,,
Ecosse,Ir,,,
Cree French B,Ab,Metis,,
Non Donnie,Others,,,
Finish,Others,,,
Chippewa Ob,Ab,Metis,,
Indien,Ab,,,
Canadien Franc,Fr,,,
Muncey,Others,,,
Framcais,Fr,,,
F B Cree,Ab,Metis,,
Engh,En,,,
Bohimian,Others,,,
Germay,Others,,,
Fracais,Fr,,,
Can Fr,Fr,,,
C. Francaise,Out,,,
Algonquin Fb,Ab,Metis,,
Wales,Others,,,
Cree F. B,Ab,Metis,,
C Franc,Out,,,
On,Out,,,
E Breed,Ab,Metis,,
Jarman,Out,,,
Indian Ob,Ab,Metis,,
Icelandie,Others,,,
Montchaht,Out,,,
Mississaugas E B,Ab,Metis,,
Switzerland,Others,,,
Nemkish,Out,,,
Holand,Others,,,
Fra,Fr,,,
English C,Out,,,
Englih,En,,,
C M Francaise,Out,,,
Chinois,Ch,,,
Cand,Out,,,
Sctoch,Sc,,,
Françoisse,Fr,,,
Englin,En,,,
Englan,En,,,
Doukobour,Others,,,
Anglish,Others,,,
Am Ind,Out,,,
Françise,Fr,,,
Ojibbewa Sb,Ab,Metis,,
Eng Irish,En,,,
Oybuvas,Out,,,
Canadienne Francaise,Fr,,,
Angleterre,Out,,,
Walsh,Others,,,
Rusian Jew,Rus,,,
Melicete,Out,,,
Germen,Others,,,
Swed,Others,,,
Serian,Out,,,
Rusia,Rus,,,
R.d.r.,Out,,,
Francoisse,Fr,,,
Francias,Fr,,,
Canadienn,Others,,,
Ierish,Out,,,
Casca,Out,,,
I B,Ab,Metis,,
Cri M Fr,Out,,,
Anglasie,En,,,
Germon,Others,,,
Cotch,Out,,,
Can Franç,Fr,,,
Scottich,Sc,,,
P Dutch,Out,,,
Menonite,Out,,,
Italie,It,,,
Françaiss,Fr,,,
Ns,Out,,,
Japenese,Ja,,,
Erish,Out,,,
Chi Mf,Out,,,
Abenaquise M F,Out,,,
Scan,Out,,,
Q,Out,,,
Gearm,Out,,,
Fench,Out,,,
Carrier Ind,Ab,Metis,,
Allment,Others,,,
Norwegin,Others,,,
Missaugas E B,Ab,Metis,,
Fc,Out,,,
Autrichien,Out,,,
Eng Scotch,En,,,
S C B,Out,,,
Poleox,Out,,,
M F Cri,Out,,,
Ihb,Out,,,
Galacia,Others,,,
Fer,Out,,,
Abenaquis,Out,,,
Ketk-sun,Out,,,
Ecossise,Sc,,,
Doukobours,Others,,,
Canadien Francais,Fr,,,
Ire,Ir,,,
Françaisé,Fr,,,
Co,Out,,,
Engish,En,,,
Chipp Fb,Ab,Metis,,
Alemand,Others,,,
Polonaise,Others,,,
Ecb,Out,,,
Dénès,Out,,,
Anglaie,En,,,
Sausage,Out,,,
Logewis,Out,,,
Iri,Ir,,,
Gal,Out,,,
French F. B,Ab,Metis,,
Canadien French,Fr,,,
Breed F B,Ab,Metis,,
Mexican,Others,,,
Jews,Others,,,
Hungaria,Others,,,
Arabian,Others,,,
Swis,Others,,,
Scotsh,Sc,,,
Scothc,Sc,,,
Ecosais,Sc,,,
Russian J,Rus,,,
Iclandic,Others,,,
Holander,Others,,,
M E,Out,,,
Françaies,Fr,,,
En,Out,,,
Norwegan,Others,,,
Françaisè,Fr,,,
F. B.,Out,,,
Cree S. B,Ab,Metis,,
Canad Franc,Fr,,,
Nègre,Out,,,
Koskemo,Ab,,,
Irish B,Ab,Metis,,
Indian Sb,Ab,Metis,,
Galicienne,Out,,,
Bukovinian,Out,,,
Negro African,Others,,,
Fre,Fr,,,
Françoise,Fr,,,
Fraise,Fr,,,
Ealhuelhlaht,Out,,,
Swisse,Others,,,
Sctore,Out,,,
Milicete,Out,,,
Iclander,Others,,,
Hollandaise,Others,,,
Geram,Out,,,
Frencais,Fr,,,
Franc.,Fr,,,
Franacis,Fr,,,
Françaisie,Fr,,,
Fracaisse,Fr,,,
Can Francaise,Fr,,,
Anglai,En,,,
Tele De Ball Indiene,Out,,,
S B C,Out,,,
Russ Jew,Rus,,,
Russ,Rus,,,
French Canadienn,Fr,,,
French Canadiean,Fr,,,
Franssaise,Fr,,,
Franscais,Fr,,,
Francisce,Fr,,,
Francice,Fr,,,
Franccaisse,Fr,,,
Francais Om,Out,,,
Francaíse,Fr,,,
Franais,Fr,,,
Fraçais,Fr,,,
Ewthuithlaht,Out,,,
Cand Frs,Fr,,,
Cand Fr,Fr,,,
Canadiene Francaise,Fr,,,
Canade Francaise,Fr,,,
Canad Francaise,Fr,,,
Américaine,Others,,,
Suedoise,Others,,,
Scotchman,Sc,,,
R. M. S.,Out,,,
Indianna,Others,,,
Frish,Fr,,,
Francaisae,Fr,,,
Francaiese,Fr,,,
Françanise,Fr,,,
Fran.,Fr,,,
Flamande,Out,,,
Ecossiase,Out,,,
Doukhobors,Out,,,
Chippewa Sb,Ab,Metis,,
Canad Frans,Fr,,,
Ca Francais,Fr,,,
C M Française,Out,,,
C Indian,Out,,,
Ahwha Mish,Out,,,
Tele De Bade Indien,Out,,,
Tb,Out,,,
Poleish,Out,,,
Idian,Out,,,
Frenc,Fr,,,
Fransaes,Fr,,,
Française M F,Fr,,,
Denmark,Others,,,
Cri,Out,,,
Can Fra,Fr,,,
Alman,Out,,,
Socth,Sc,,,
Portugese,Others,,,
Indian F B,Ab,Metis,,
Frençois,Fr,,,
Francaise B,Out,,,
Fr Ca,Fr,,,
Chippewa F B,Ab,Metis,,
Can Francais,Fr,,,
C Fran,Out,,,
Austrian Hebrew,Others,,,
Anglaise Française,En,,,
Americaine,Others,,,
Stany,Out,,,
Soctch,Sc,,,
Icelandes,Others,,,
Grman,Out,,,
French Can,Fr,,,
Fransaisa,Fr,,,
Franc??,Out,,,
Fançaise,Fr,,,
Belgum,Others,,,
Africain,Others,,,
O English,Out,,,
Norvegienne,Others,,,
Francaice,Fr,,,
Franc Canadiene,Fr,,,
Framsaise,Fr,,,
Doukobors,Others,,,
Cond Franc,Out,,,
C Scotch,Out,,,
Afracain,Others,,,
W,Out,,,
Swedith,Others,,,
Rus,Rus,,,
Prussia,Others,,,
M F Cri Cree F B,Ab,Metis,,
Island,Out,,,
Germn,Others,,,
Freancais,Fr,,,
Frainçais,Fr,,,
English B Cree,Ab,Metis,,
Canadin,Others,,,
Canadia,Others,,,
Bavarian,Others,,,
African Negro,Others,,,
S. C. B.,Out,,,
S B Cree,Ab,Metis,,
Portugaise,Others,,,
M Francaise C,Out,,,
Icelandish,Others,,,
Fraincais,Fr,,,
Aglaise,Out,,,
Scotich,Sc,,,
Scotch Half Breed,Ab,Metis,,
Sc Ob,Ab,Metis,,
O Irish,Out,,,
Itallian,It,,,
Fransas,Fr,,,
Eancaise,Out,,,
Chippawa Eb,Ab,Metis,,
Can W,Others,,,
Russian Hebrew,Rus,,,
Larcee,Out,,,
Irlan,Ir,,,
Frernch,Fr,,,
French Br,Fr,,,
Francai??,Out,,,
Ecoss,Out,,,
Canadan,Others,,,
Usa,Others,,,
Trench,Others,,,
Taku,Out,,,
Scotc,Sc,,,
Irrish,Ir,,,
Frener,Out,,,
Franic,Fr,,,
Francaiaes,Fr,,,
Françiase,Fr,,,
Fanr,Out,,,
Dinés,Out,,,
Africaine,Others,,,
Weltch,Others,,,
Switz,Others,,,
Slavonian,Others,,,
Sc B,Out,,,
S Breed,Out,,,
O Scotch,Out,,,
Norvégien,Others,,,
Franesse,Fr,,,
Francaiser,Fr,,,
Françasise,Fr,,,
C Francai,Out,,,
C Ecossaise,Out,,,
Alleman,Others,,,
Scotch Br,Out,,,
Scotch B Cree,Ab,Metis,,
Scandinave,Others,,,
Rdr,Out,,,
Norvégienne,Others,,,
Moutchaht,Out,,,
Irishman,Ir,,,
Irish C,Ir,,,
Half B Iroq,Out,,,
German D,Others,,,
Fransh,Out,,,
Francais C F,Out,,,
Françaiseaise,Fr,,,
Ferancaise,Out,,,
Engls,En,,,
Engliss,Out,,,
Ecossai,Out,,,
E Germany,Others,,,
Cree S.b.,Ab,Metis,,
Afracan,Others,,,
Presb,Out,,,
Polish Jew,Others,,,
Nuwitti,Out,,,
Nb,Out,,,
Mistaine,Out,,,
Juife,Out,,,
Gallicia,Others,,,
Galicyian,Others,,,
French H B,Ab,Metis,,
Fràncaise,Fr,,,
F. B Cree,Ab,Metis,,
Espagnole,Out,,,
E.b.,Ab,Metis,,
Cril,Out,,,
Afrecian,Others,,,
Scototch,Sc,,,
Nowegian,Others,,,
M F Cris,Out,,,
Gibbewa,Out,,,
French Half Breed,Ab,Metis,,
French F.b,Ab,Metis,,
Francasé,Fr,,,
Francáise,Fr,,,
Fraicaisse,Fr,,,
Engles,En,,,
Englaisse,En,,,
Slvi,Out,,,
Russia Jew,Rus,,,
Qc,Out,,,
Mississagurs E B,Ab,Metis,,
Mic-mac O B,Ab,Metis,,
M. F.,Out,,,
Franias,Fr,,,
Famcsas,Out,,,
E Ob,Out,,,
E Irish,Out,,,
Denish,Others,,,
Danoise,Others,,,
Cree E. B.,Ab,Metis,,
Chippewa F. B.,Ab,Metis,,
Cana Fran,Fr,,,
Ca Francaise,Fr,,,
C Sc B,Out,,,
Armenian,Others,,,
Sc Hb,Out,,,
Peigan,Ab,,,
Italienn,It,,,
Irlandas,Ir,,,
Holl,Others,,,
Gernan,Others,,,
French Hb,Ab,Metis,,
Fr Hb,Out,,,
Fb Cree,Ab,Metis,,
F Breeds,Out,,,
Erlandais,Out,,,
Engl'd,En,,,
Englad,En,,,
Engelish,En,,,
Emglish,Out,,,
Cree I B,Ab,Metis,,
C French B,Out,,,
Angaise,Out,,,
Que,Out,,,
Ottawa Ont,Ab,Metis,,
O B Cree,Ab,Metis,,
Itali,It,,,
Irelan,Ir,,,
Hollandais,Others,,,
Gelician,Others,,,
Frenc B,Out,,,
Francaisee,Fr,,,
Cri M E,Out,,,
Chinees,Ch,,,
Chinaman,Ch,,,
Cf,Out,,,
Canaden,Others,,,
Scots,Sc,,,
Scotlish,Sc,,,
Scothch,Sc,,,
Gernn,Others,,,
Friench,Fr,,,
Ec,Out,,,
Eb Cree,Ab,Metis,,
Cree F R,Ab,Metis,,
Suédoise,Out,,,
Slao,Out,,,
Siccamie,Out,,,
Pen Dutch,Out,,,
Irquois,Out,,,
Irelandia,Ir,,,
H B,Out,,,
Chaicelesaht,Out,,,
Austri,Others,,,
Allamande,Others,,,
Stoch,Others,,,
Ojibbewa Ob,Ab,Metis,,
Kelsouraht,Out,,,
Itatian,It,,,
Italiain,It,,,
Iresh,Ir,,,
Hébreu,Out,,,
Gibbeway,Out,,,
French Breed,Ab,Metis,,
Eng German,En,,,
Ehb,Out,,,
E Française,Out,,,
Chaieclesaht,Out,,,
Carrier F. B.,Ab,Metis,,
Blackwa Ind,Out,,,
Algonquin Sb,Ab,Metis,,
Algonquin Ob,Ab,Metis,,
Scotch Ob,Ab,Metis,,
Presp,Out,,,
Pachecualt,Ab,,,
Micmac Fb,Ab,Metis,,
Irshe,Out,,,
Ir B,Out,,,
I. B,Ab,Metis,,
Garmon,Out,,,
Frence,Fr,,,
Fran A,Out,,,
Espagnol,Out,,,
End,Out,,,
Dener,Out,,,
Chipewa Fb,Ab,Metis,,
Canadien F,Fr,,,
C. Française,Out,,,
C English B,Out,,,
C English,Out,,,
Angalise,Out,,,
Unknown,Out,,,
Towagh,Out,,,
Polish Hebrew,Others,,,
Ozib,Out,,,
Norvegien,Others,,,
Micmac I,Ab,Metis,,
Matchellaht,Out,,,
Louix,Out,,,
Jarmany,Out,,,
Irroquoisse,Out,,,
Icelandice,Others,,,
Germeny,Others,,,
French Ob,Ab,Metis,,
Françi,Fr,,,
Fans,Out,,,
Elish,Out,,,
Ecoissaise,Out,,,
Denis,Out,,,
Danes,Others,,,
Cree B,Ab,Metis,,
Chippewa S B,Ab,Metis,,
Canaman,Others,,,
Belguim,Others,,,
Welshman,Others,,,
Neteuaht,Out,,,
Millicete,Out,,,
Israelite,Others,,,
Irelander,Ir,,,
Haybred,Out,,,
Gale,Out,,,
G B,Others,,,
French Half Breeds,Ab,Metis,,
Fas,Out,,,
F.b.cree,Ab,Metis,,
Ecos,Out,,,
Cree C B,Ab,Metis,,
Crè M F,Out,,,
C O B,Out,,,
C Irish,Out,,,
C Eb,Out,,,
Angliers,Others,,,
Anglaire,En,,,
Welwawa Rum,Others,,,
Tsa Ward Keneal,Ab,,,
Ta Wak Teak,Out,,,
Nor,Out,,,
Japaneus,Ja,,,
Italian (north),It,,,
Ind Ob,Ab,Metis,,
Hope Ob,Out,,,
Hb,Ab,Metis,,
H Dutch,Out,,,
Gb,Out,,,
Galatian,Others,,,
Fransois,Fr,,,
F. B. Cree,Ab,Metis,,
F Francais,Out,,,
English Cree B,Ab,Metis,,
Engle,En,,,
Ekattisakt,Out,,,
Deutch,Out,,,
Deu,Out,,,
Cree O.b.,Ab,Metis,,
Cree M Française,Ab,Metis,,
Cree F.b.,Ab,Metis,,
Écossaise,Sc,,,
Syriae,Others,,,
Scotch Breed,Out,,,
Sclav,Out,,,
S. B,Out,,,
Pachaenaht,Ab,,,
Lueteaux,Out,,,
Ir Ob,Out,,,
Ind O/b,Ab,Metis,,
Grecian,Out,,,
Galicyin,Out,,,
French C,Fr,,,
Fren,Fr,,,
Frane,Fr,,,
Francaise Ang,Out,,,
F B Chippewa,Out,,,
Eustatew,Out,,,
Ecossaie,Sc,,,
Easthuilhtaht,Out,,,
Cultivator,Out,,,
Cree French F B,Ab,Metis,,
Cfb,Out,,,
Scotch S B,Ab,Metis,,
Scossaise,Sc,,,
Romanian,Others,,,
Polock,Others,,,
Ojib Fb,Ab,Metis,,
Ob Sb,Out,,,
Norwagian,Others,,,
Moutchabt,Out,,,
Metis Franc,Ab,Metis,,
Maltese,Others,,,
Jewis,Others,,,
Indian B,Out,,,
Hungarin,Others,,,
Grecque,Out,,,
Glician,Out,,,
Frinck,Fr,,,
Fra??,Out,,,
Flamand,Out,,,
Cree Irish B,Ab,Metis,,
C F,Out,,,
Arish,Out,,,
Anglaies,En,,,
Aglais,Out,,,
Syria,Others,,,
Suedoise Scandinavian,Others,,,
Rhb,Out,,,
Pola,Out,,,
Norwegia,Others,,,
Jersaise F,Out,,,
Irsish,Ir,,,
Irlandaisè,Ir,,,
Gibbewa Fb,Out,,,
Galacan,Out,,,
Fràncàis,Fr,,,
Ecossait,Out,,,
Eccossais,Sc,,,
Ducth,Out,,,
Dènér,Out,,,
Cri O B,Out,,,
Cree English E B,Ab,Metis,,
Chinesas,Ch,,,
Austra,Others,,,
Tunisian,Others,,,
Norweg,Others,,,
M Francaise,Out,,,
Kawitsie,Out,,,
Irelish,Ir,,,
Irelandise,Ir,,,
Irdaise,Out,,,
Ilandais,Out,,,
Half Breed,Out,,,
Galaria,Out,,,
Farancais,Fr,,,
Csb,Out,,,
Chep F B,Ab,Metis,,
C M Francais,Out,,,
B,Out,,,
Autrichienne,Out,,,
Anglican,Others,,,
Wiènsioú Kai,Out,,,
Wawlibsum,Ab,,,
T.h.b.,Out,,,
Sb Cree,Ab,Metis,,
Pol,Out,,,
Paichen,Out,,,
Ojib Ob,Ab,Metis,,
Objibway F B,Ab,Metis,,
Nondonnie,Out,,,
Miliceth,Out,,,
Juine,Out,,,
Jersaise,Out,,,
Ittalian,It,,,
Irish Ib,Ab,Metis,,
Irelandie,Ir,,,
Indian Fb,Ab,Metis,,
Fran??,Out,,,
Frènch,Fr,,,
English E B,Ab,Metis,,
Endand,Out,,,
Ecassaise,Out,,,
Dch,Out,,,
Cri M A,Out,,,
Can-fras,Fr,,,
Belgique,Others,,,
Belgain,Others,,,
Swidish,Others,,,
Scotch Hb,Ab,Metis,,
S.b.,Ab,Metis,,
Ob Cree,Ab,Metis,,
O F B,Out,,,
Norwegain,Others,,,
North American Oneida Eb,Ab,Metis,,
Milicette,Out,,,
Louis,Out,,,
Islandaise,Others,,,
Islandais,Others,,,
Irsoquores,Out,,,
Hongrois,Out,,,
Hoguil-get,Out,,,
Glacian,Others,,,
Gerneny,Others,,,
Germr,Others,,,
Gemon,Out,,,
Gelacian,Others,,,
Francais Canadienne,Fr,,,
Francaìse,Fr,,,
Frénch,Fr,,,
Fr Ob,Out,,,
Cree M. F,Ab,Metis,,
Cand Ecos,Sc,,,
Canadien Frea,Fr,,,
Canadie Francaise,Fr,,,
Cana Franc,Fr,,,
Bulgarian,Others,,,
Thb,Out,,,
Sudu Fb,Others,,,
Souros,Others,,,
Scotch R,Out,,,
Scoctch,Sc,,,
Scande,Others,,,
Negre,Out,,,
M Francais,Out,,,
Laulteaux,Out,,,
Koskims,Ab,,,
Irlandase,Ir,,,
Irist,Ir,,,
Irirish,Out,,,
Holland Dutch,Others,,,
German J,Others,,,
Francs,Out,,,
Fr Rb,Out,,,
Fch,Out,,,
E C,Out,,,
Cree Eng B,Ab,Metis,,
Chippewa Mf,Ab,Metis,,
Chaiedenalt,Out,,,
Ch Of Eng,Out,,,
Carrier S. B.,Ab,Metis,,
Canadie,Out,,,
C E,Out,,,
Austran,Others,,,
Abènaki,Out,,,
Wesh,Others,,,
Towada,Out,,,
Swead,Others,,,
Sswiss,Others,,,
Scotch C,Sc,,,
Schwis,Out,,,
Polandes,Out,,,
Ojibewa F B,Ab,Metis,,
Norwegi,Others,,,
New Kish,Out,,,
Netenaht,Out,,,
Montchut,Out,,,
Micmac F.b.,Ab,Metis,,
Memcey,Out,,,
Lautheaux,Out,,,
Jewes,Out,,,
Italion,It,,,
Italiene,It,,,
Irih,Out,,,
Iranda,Out,,,
Indian Eb,Ab,Metis,,
Indian E B,Ab,Metis,,
Ilandaise,Ir,,,
Iew,Out,,,
Hongroise,Out,,,
Holland D,Others,,,
French Bred,Ab,Metis,,
Fre Fech,Out,,,
Francasè,Fr,,,
Francaise Esp,Out,,,
Francais Om',Out,,,
F/b,Out,,,
English Que,Out,,,
Englas,Out,,,
Engl Ong??,Out,,,
Eng Canadian,En,,,
Eb Crée,Ab,Metis,,
Dan,Others,,,
Cri M O,Out,,,
Chippewa E B,Ab,Metis,,
Catch,Out,,,
Canadain,Others,,,
Aus,Others,,,
Américain,Others,,,
?? Cil Li Kulla,Out,,,
Turkish,Others,,,
Taka,Out,,,
Swedoise,Others,,,
Scottch,Sc,,,
Scandinavia,Others,,,
Pottawamies,Out,,,
Portugal,Others,,,
Polnish,Others,,,
Polack,Others,,,
Nuwtti,Out,,,
Nilinst,Out,,,
Man,Out,,,
Ma-ma Li Li Kulla,Ab,,,
Ma Ma Lil Li Kulla,Ab,,,
Low Scotch,Sc,,,
Kwabsene,Ab,,,
Kelsemaht,Out,,,
Ita,It,,,
Irisoh,Ir,,,
Iriesh,Out,,,
Irh,Out,,,
Irach,Out,,,
Houckuklisecht,Ab,,,
Hewchuklisost,Ab,,,
Germann,Others,,,
Galacion,Others,,,
Freanch,Fr,,,
Françaisa,Fr,,,
Ferench,Fr,,,
Eudatew,Out,,,
English Irish,Out,,,
Engla,Out,,,
Elglish,Out,,,
E Scotch,Out,,,
Db,Out,,,
Cree F H Br,Ab,Metis,,
Cree E,Ab,Metis,,
Chip Sb,Ab,Metis,,
Chip O B,Ab,Metis,,
Chip E B,Ab,Metis,,
Canadien Francaise,Fr,,,
Breed Eb,Ab,Metis,,
Belgin,Others,,,
Belgan,Others,,,
Aut,Others,,,
Austrians,Others,,,
Anglias,Out,,,
Aferican,Out,,,
Wls,Others,,,
Unkown,Out,,,
Swide,Others,,,
Swe,Others,,,
Spaniard,Others,,,
Serria,Others,,,
Scandinav,Others,,,
Saulteaux F B,Ab,Metis,,
Rumanian,Others,,,
Roumaine,Others,,,
Ojibbewa Eb,Ab,Metis,,
O S B,Out,,,
Norwegien,Others,,,
Norwadgin,Others,,,
Mt,Out,,,
Ma Ma Lat Li Kulla,Ab,,,
M English,Out,,,
Kwaguilt Eb,Ab,Metis,,
Juiffe,Out,,,
Irladais,Ir,,,
Irish Eng,Out,,,
Indian Towagh,Out,,,
Iahltan,Out,,,
French F. B.,Ab,Metis,,
Francasi,Out,,,
Englng,Out,,,
English Br,Out,,,
Eglaise,Out,,,
E C B,Out,,,
Du,Out,,,
Danois,Out,,,
Chip S B,Ab,Metis,,
Canadien Fra,Fr,,,
Autriche,Out,,,
Aust,Out,,,
Auglaise,Out,,,
Anglair,Out,,,
Americain,Others,,,
York England,Others,,,
Tsimpseau O B,Ab,Metis,,
Swise,Others,,,
Scothe,Out,,,
Scotchm,Out,,,
Scosth,Out,,,
Schoch,Out,,,
Sch,Out,,,
Penn Dutch,Out,,,
Palacian,Out,,,
Pa Duch,Out,,,
Norwegen,Others,,,
Norvègienne,Others,,,
Neteushte,Out,,,
Mecmais I,Out,,,
Meancaise F,Out,,,
Matchitlaht,Out,,,
Mama Lal La Kulla,Ab,,,
Ju,Out,,,
J. B.chippewa,Ab,Metis,,
Irlandise,Ir,,,
Irish & Scotch,Out,,,
Indian S B,Ab,Metis,,
Halienne,Out,,,
Francaise Canadinne,Fr,,,
Finlande,Others,,,
Fancaisse,Fr,,,
F. B,Out,,,
F Roncai,Out,,,
F Cree Breed,Ab,Metis,,
Esccossaise,Sc,,,
Englishman,En,,,
Engld,Out,,,
Eng.,En,,,
Ecocaise,Sc,,,
Crise M F,Out,,,
Chippewa English Eb,Ab,Metis,,
Chipp Sb,Ab,Metis,,
Canadian French,Fr,,,
Ca Ob,Out,,,
C Sb,Out,,,
C F B B,Out,,,
Belgim,Others,,,
Belgic,Out,,,
Asyrian,Others,,,
Angrian,Out,,,
Almanta,Others,,,
Allamand,Others,,,
Alamande,Others,,,
Ta Wak Teuk,Out,,,
Scocht,Sc,,,
Scandanavian,Others,,,
Salteaux Fb,Ab,Metis,,
Potlawatais,Out,,,
Pervactele,Out,,,
Ottawa Ob,Ab,Metis,,
Ottawa Eb,Ab,Metis,,
Ojibbewa O,Ab,Metis,,
Norvège,Others,,,
Montezuma,Out,,,
Mazur,Out,,,
M,Out,,,
Lithuanic,Others,,,
Lattish,Out,,,
Ki Wai Si Kai,Ab,,,
Jarmeny,Out,,,
Italique,It,,,
Italain,It,,,
Irissh,Ir,,,
Irish Canadian,Ir,,,
Irich,Out,,,
Irelands,Ir,,,
Indian O B,Ab,Metis,,
Icelands,Others,,,
Hungarian J,Others,,,
Hebreux,Out,,,
Hebreuse,Out,,,
French O B,Ab,Metis,,
Fremch,Out,,,
Franca??,Out,,,
Findland,Others,,,
Faramres,Out,,,
English Jew,En,,,
Eirich,Out,,,
Eh,Out,,,
Eenglish,En,,,
Ecos Fr,Out,,,
Cuban,Others,,,
Cowench,Out,,,
Chippewa S. B.,Ab,Metis,,
Chipewa E B,Ab,Metis,,
Chienss Indian,Out,,,
Chenoise,Out,,,
Carrier F B,Ab,Metis,,
C Fb,Out,,,
Belgi,Out,,,
Anglis,Out,,,
Allem,Out,,,
?,Out,,,
Scotch Irish,Out,,,
Scandin,Others,,,
S. B Cree,Ab,Metis,,
Russan Jew,Rus,,,
Prush,Out,,,
Ovidas,Out,,,
Ont Scotch,Out,,,
Ocelander,Out,,,
Norwigan,Others,,,
Norwiagon,Others,,,
Norw,Others,,,
Norvege,Others,,,
Motagnaise,Out,,,
Mohawk S B,Ab,Metis,,
Mf Ob,Out,,,
Klà Witsis,Out,,,
Jarsay,Out,,,
Irsh Eng,Ir,,,
Irlanda,Ir,,,
Irish I. B.,Ir,,,
Irish Cath,Out,,,
Icelanders,Others,,,
Huron Ob,Ab,Metis,,
Galishian,Out,,,
Frasaise,Fr,,,
Frannc,Out,,,
Françaíse,Fr,,,
English Canadian,En,,,
Englise,Out,,,
Eng B Cree,Ab,Metis,,
Emg,Out,,,
E/b,Out,,,
Cree Scotch S B,Ab,Metis,,
Cree S. B.,Ab,Metis,,
Cree I. B,Ab,Metis,,
Cree Fc,Ab,Metis,,
Cree F. B. Cb French B,Ab,Metis,,
Cowichan Eb,Ab,Metis,,
Clackus Ind,Out,,,
Chip Scotch B,Ab,Metis,,
Chanese,Out,,,
Cb F B,Ab,Metis,,
Bungee Nb,Out,,,
Austrin,Others,,,
Allemant,Out,,,
Agnlais,Out,,,
Afric,Others,,,
Afican,Out,,,
Yale Ob,Ab,Metis,,
Syrienn,Others,,,
Swedi,Others,,,
Swde,Others,,,
Suédois,Out,,,
Siccannie S. B.,Ab,Metis,,
Siccamie S. B.,Ab,Metis,,
Scoths,Out,,,
Scoth Ch,Out,,,
Scotchs,Out,,,
Scolish,Out,,,
Scolich,Out,,,
Sccotch,Sc,,,
S R,Out,,,
Ru,Out,,,
Roumanie,Others,,,
